id,contentment
12344,neutral or discontent
66375,neutral or discontent
50596,neutral or discontent
110728,content
50726,neutral or discontent
119566,content
5744,neutral or discontent
124246,neutral or discontent
69570,neutral or discontent
12527,content
80460,neutral or discontent
120789,neutral or discontent
50533,neutral or discontent
119935,content
1617,neutral or discontent
113051,content
9405,content
35648,content
93835,neutral or discontent
70433,content
72080,content
37784,neutral or discontent
67516,neutral or discontent
119357,content
25364,content
78291,content
12509,neutral or discontent
114928,content
1072,neutral or discontent
68524,content
33962,content
92547,neutral or discontent
19367,content
77695,neutral or discontent
73199,neutral or discontent
56931,neutral or discontent
16635,content
4331,neutral or discontent
60842,neutral or discontent
118252,content
38430,content
97792,content
32750,content
18271,content
29947,neutral or discontent
18336,neutral or discontent
35624,neutral or discontent
6311,content
123743,neutral or discontent
39160,neutral or discontent
46696,neutral or discontent
67035,content
2179,neutral or discontent
29780,neutral or discontent
92580,neutral or discontent
50451,neutral or discontent
100889,content
74686,neutral or discontent
75785,neutral or discontent
59704,neutral or discontent
28464,neutral or discontent
83552,content
44717,neutral or discontent
110,content
53628,content
88767,content
27951,neutral or discontent
61877,neutral or discontent
29925,neutral or discontent
42859,neutral or discontent
59940,neutral or discontent
50425,neutral or discontent
13084,neutral or discontent
4464,neutral or discontent
24340,neutral or discontent
87825,neutral or discontent
126145,neutral or discontent
63710,neutral or discontent
2161,content
12721,neutral or discontent
26010,neutral or discontent
106349,neutral or discontent
119942,neutral or discontent
17546,neutral or discontent
91669,content
53205,neutral or discontent
35421,content
47110,content
30600,content
64088,neutral or discontent
64770,content
129170,neutral or discontent
101634,content
54228,content
78215,neutral or discontent
61218,content
102743,neutral or discontent
124394,content
111365,content
108608,content
17370,neutral or discontent
7287,neutral or discontent
109914,content
86011,neutral or discontent
77874,content
59620,neutral or discontent
4081,neutral or discontent
128662,content
29733,neutral or discontent
87810,neutral or discontent
128474,neutral or discontent
4586,content
56963,neutral or discontent
114076,neutral or discontent
27161,content
122494,content
117185,neutral or discontent
12173,neutral or discontent
81419,content
7146,content
129833,neutral or discontent
16168,neutral or discontent
92183,content
95392,neutral or discontent
24048,neutral or discontent
67149,content
6380,content
7471,neutral or discontent
24011,neutral or discontent
13951,neutral or discontent
61837,content
16694,neutral or discontent
31717,neutral or discontent
33656,content
112381,neutral or discontent
41464,content
112472,content
85976,neutral or discontent
6536,content
88667,neutral or discontent
74966,neutral or discontent
77518,content
23996,content
73069,neutral or discontent
40215,content
15581,neutral or discontent
34199,neutral or discontent
44240,neutral or discontent
124739,neutral or discontent
126920,neutral or discontent
120290,neutral or discontent
4655,neutral or discontent
11762,content
118119,neutral or discontent
114206,content
53582,neutral or discontent
128300,content
98417,neutral or discontent
49886,content
73855,neutral or discontent
12589,neutral or discontent
16914,content
19089,content
60056,neutral or discontent
30070,content
12730,neutral or discontent
42777,neutral or discontent
48846,neutral or discontent
39217,content
63383,neutral or discontent
111780,neutral or discontent
60804,neutral or discontent
104958,content
53289,content
18550,neutral or discontent
111535,neutral or discontent
1017,content
77912,content
106150,content
8456,content
125653,content
21337,neutral or discontent
89615,content
62939,content
74056,content
18458,neutral or discontent
11059,neutral or discontent
98213,neutral or discontent
96048,neutral or discontent
64789,neutral or discontent
122957,content
26490,content
93965,content
27493,neutral or discontent
105762,neutral or discontent
3243,content
9220,content
9010,neutral or discontent
40608,neutral or discontent
45396,neutral or discontent
4718,content
66052,content
31178,content
5013,neutral or discontent
69760,neutral or discontent
28327,content
76813,neutral or discontent
120591,neutral or discontent
63654,neutral or discontent
31171,neutral or discontent
75604,content
115450,content
97420,neutral or discontent
47777,content
28520,neutral or discontent
3127,neutral or discontent
116108,neutral or discontent
8397,neutral or discontent
2790,neutral or discontent
26675,neutral or discontent
44084,content
117954,neutral or discontent
88687,neutral or discontent
122133,neutral or discontent
69488,content
93473,neutral or discontent
64346,content
40707,neutral or discontent
66689,content
120450,neutral or discontent
107298,neutral or discontent
42279,neutral or discontent
11874,neutral or discontent
109609,neutral or discontent
110349,content
85128,content
122592,content
43578,neutral or discontent
52610,content
80797,content
96025,content
16507,neutral or discontent
31197,neutral or discontent
94588,content
80339,neutral or discontent
76191,content
6773,content
56175,content
37135,content
128920,neutral or discontent
108833,neutral or discontent
49384,content
100426,content
86804,neutral or discontent
83769,neutral or discontent
25974,neutral or discontent
60830,neutral or discontent
63819,neutral or discontent
12644,neutral or discontent
119236,neutral or discontent
56000,neutral or discontent
25931,neutral or discontent
88437,neutral or discontent
30784,neutral or discontent
30787,neutral or discontent
26497,content
83654,neutral or discontent
80427,neutral or discontent
87733,neutral or discontent
42046,neutral or discontent
92013,neutral or discontent
95481,neutral or discontent
88553,neutral or discontent
95049,neutral or discontent
70694,content
105868,neutral or discontent
103392,content
106262,content
105897,neutral or discontent
100344,neutral or discontent
127896,content
15136,content
114917,content
97725,content
4999,neutral or discontent
111731,content
53857,content
75602,neutral or discontent
109632,content
74084,content
77676,neutral or discontent
115651,neutral or discontent
19697,neutral or discontent
121152,neutral or discontent
117168,neutral or discontent
77465,neutral or discontent
24384,content
95002,neutral or discontent
20210,neutral or discontent
28265,neutral or discontent
60393,neutral or discontent
48620,content
129434,neutral or discontent
63806,content
38666,neutral or discontent
116993,content
104930,neutral or discontent
20373,neutral or discontent
38823,neutral or discontent
106721,neutral or discontent
68340,content
31529,neutral or discontent
56564,content
111029,neutral or discontent
34128,content
45447,content
101561,neutral or discontent
94790,content
40860,neutral or discontent
122387,neutral or discontent
93623,neutral or discontent
83077,neutral or discontent
66174,neutral or discontent
67836,content
54587,content
88963,content
41788,content
125645,content
73515,content
19162,content
98988,neutral or discontent
47525,neutral or discontent
82871,content
60426,neutral or discontent
84610,content
113025,content
82606,neutral or discontent
63637,neutral or discontent
127115,neutral or discontent
60760,content
103953,neutral or discontent
65016,content
103614,content
112516,neutral or discontent
128665,content
103797,content
46046,neutral or discontent
38653,content
50005,neutral or discontent
48145,neutral or discontent
110733,content
33659,neutral or discontent
58983,content
122865,content
27350,neutral or discontent
26361,neutral or discontent
108784,neutral or discontent
105171,neutral or discontent
88823,neutral or discontent
61018,neutral or discontent
103590,content
108764,content
115781,neutral or discontent
85767,neutral or discontent
5570,neutral or discontent
41579,neutral or discontent
